Protocol,Model,TotalExtracted,TotalGT,Matched,UnmatchedGT,UnmatchedExtracted,Precision,Recall,F1-Score
SMTP,gemma3_12b_gemma_mistral_no_think_ollama_json_output,54,22,0,22,54,0.0,0.0,0.0
SMTP,gemma3_12b_gemma_mistral_no_think_ollama_json_schema_output,50,22,0,22,50,0.0,0.0,0.0
SMTP,gemma3_12b_gemma_mistral_no_think_tagged_json_output,50,22,2,20,48,0.04,0.091,0.056
SMTP,gemma3_27b_gemma_mistral_no_think_ollama_json_output,48,22,0,22,48,0.0,0.0,0.0
SMTP,gemma3_27b_gemma_mistral_no_think_ollama_json_schema_output,48,22,0,22,48,0.0,0.0,0.0
SMTP,gemma3_27b_gemma_mistral_no_think_tagged_json_output,59,22,0,22,59,0.0,0.0,0.0
SMTP,mistral-small3.1_24b_gemma_mistral_no_think_ollama_json_output,49,22,2,20,47,0.041,0.091,0.056
SMTP,mistral-small3.1_24b_gemma_mistral_no_think_ollama_json_schema_output,49,22,2,20,47,0.041,0.091,0.056
SMTP,mistral-small3.1_24b_gemma_mistral_no_think_tagged_json_output,84,22,2,20,82,0.024,0.091,0.038
SMTP,qwen3.5_27b_qwen_no_think_ollama_json_output,0,22,0,22,0,0.0,0.0,0.0
SMTP,qwen3.5_27b_qwen_no_think_ollama_json_schema_output,12,22,0,22,12,0.0,0.0,0.0
SMTP,qwen3.5_27b_qwen_no_think_tagged_json_output,0,22,0,22,0,0.0,0.0,0.0
SMTP,qwen3.5_9b_qwen_no_think_ollama_json_output,19,22,0,22,19,0.0,0.0,0.0
SMTP,qwen3.5_9b_qwen_no_think_ollama_json_schema_output,16,22,0,22,16,0.0,0.0,0.0
SMTP,qwen3.5_9b_qwen_no_think_tagged_json_output,0,22,0,22,0,0.0,0.0,0.0
TCP,gemma3_12b_gemma_mistral_no_think_ollama_json_output,10,20,5,15,5,0.5,0.25,0.333
TCP,gemma3_12b_gemma_mistral_no_think_ollama_json_schema_output,10,20,4,16,6,0.4,0.2,0.267
TCP,gemma3_12b_gemma_mistral_no_think_tagged_json_output,12,20,6,14,6,0.5,0.3,0.375
TCP,gemma3_27b_gemma_mistral_no_think_ollama_json_output,28,20,9,11,19,0.321,0.45,0.375
TCP,gemma3_27b_gemma_mistral_no_think_ollama_json_schema_output,28,20,9,11,19,0.321,0.45,0.375
TCP,gemma3_27b_gemma_mistral_no_think_tagged_json_output,28,20,10,10,18,0.357,0.5,0.417
TCP,mistral-small3.1_24b_gemma_mistral_no_think_ollama_json_output,103,20,7,13,96,0.068,0.35,0.114
TCP,mistral-small3.1_24b_gemma_mistral_no_think_ollama_json_schema_output,103,20,7,13,96,0.068,0.35,0.114
TCP,mistral-small3.1_24b_gemma_mistral_no_think_tagged_json_output,88,20,7,13,81,0.08,0.35,0.13
TCP,qwen3.5_27b_qwen_no_think_ollama_json_output,19,20,14,6,5,0.737,0.7,0.718
TCP,qwen3.5_27b_qwen_no_think_ollama_json_schema_output,19,20,14,6,5,0.737,0.7,0.718
TCP,qwen3.5_27b_qwen_no_think_tagged_json_output,19,20,14,6,5,0.737,0.7,0.718
TCP,qwen3.5_9b_qwen_no_think_ollama_json_output,22,20,12,8,10,0.545,0.6,0.571
TCP,qwen3.5_9b_qwen_no_think_ollama_json_schema_output,23,20,12,8,11,0.522,0.6,0.558
TCP,qwen3.5_9b_qwen_no_think_tagged_json_output,26,20,13,7,13,0.5,0.65,0.565
